album_id,genre
41GuZcammIkupMPKH2OJ6I,hip hop
1Uf67JAtkVWfdydzFFqNF2,pop rock
6ApYSpXF8GxZAgBTHDzYge,emo
2fYhqwDWXjbpjaIJPEfKFw,pop
2KJjOBX280F3hZZE1xO33O,pop
5XCBX16KNYsAe7V5hQV9mC,pop
0xzScN8P3hQAz3BT3YYX5w,pop
3oIFxDIo2fwuk4lwCmFZCx,pop
7dQ734EW0iLvQfF6vBFNiZ,pop
6UYZEYjpN1DYRW0kqFy9ZE,trap
4sLtOBOzn4s3GDUv3c5oJD,pop
6KT8x5oqZJl9CcnM66hddo,pop
3okhA6w5uau6ZNhnVpwVww,contemporary r&b
3ThQ5dvf9wlqB0C7evh5nH,funk
26c7MmQ4w8EAvVLb4jilaM,dance-pop
0O1PJ0t69iTO5yWrIeIga0,trap
3XzSOIE6zGLliuqsVGLmUc,hip hop
2yXnY2NiaZk9QiJJittS81,trap
2wiPF3m0ylst0JSk1IvZL8,pop
1I6FpscJIfwf4T56VxGVsB,hip hop
0xzScN8P3hQAz3BT3YYX5w,pop
4g1ZRSobMefqF6nelkgibi,hip hop
5n1GSzC1Reao29ScnpLYqp,mumble rap
6trNtQUgC8cgbWcqoMYkOR,pop
2D0Hi3Jj6RFnpWDcSa0Otu,power pop
00HZxSA1sOS9T3nA950sg4,hip hop
0g1F5eGVwX4Sxi1n8ojPkE,country pop
2fYhqwDWXjbpjaIJPEfKFw,pop
5a4sJJ3qjn6hqRsvm0Veso,trap
2drqVzCt52KiDxKgl0Rq0P,trap
1NAmidJlEaVgA3MpcPFYGq,pop
4IRiXE5NROxknUSAUSjMoO,country rap
3r5hf3Cj3EMh1C2saQ8jyt,hip hop
007DWn799UWvfY1wwZeENR,trap
1NAmidJlEaVgA3MpcPFYGq,pop
7CjJb2mikwAWA1V6kewFBF,reggaeton
26ztFK3E69j5THJQdyxC5w,trap
53Oa5Bu0UTU8o8qCTaHKoz,country
4f3xh6cp33tAaQVXEar0Cj,west coast hip hop
6tkjU4Umpo79wwkgPMV3nZ,hip hop
